BLOCK_COUNT
13

graphics/EditorObjects/PigOriginal.png,1116.000000,286.000000,30.000000,29.500000,0.500000,0.500000,0.100000,0.000000,100,1
graphics/EditorObjects/PigOriginal.png,1169.000000,363.000000,30.000000,29.500000,0.500000,0.500000,0.100000,0.000000,100,1
graphics/EditorObjects/WoodSquareBlock1.png,1173.000000,636.000000,41.000000,41.000000,0.500000,0.500000,0.100000,0.000000,40,0
graphics/EditorObjects/GlassSquareBlock1.png,1264.000000,635.000000,41.000000,41.000000,0.500000,0.500000,0.100000,0.000000,10,0
graphics/EditorObjects/StoneSquareBlock1.png,1266.000000,556.000000,41.000000,41.000000,0.500000,0.500000,0.100000,0.000000,80,0
graphics/EditorObjects/StoneSquareBlock4.png,1167.000000,551.000000,41.000000,41.000000,0.500000,0.500000,0.100000,0.000000,80,0
graphics/EditorObjects/WoodMiddle3.png,1214.000000,493.000000,41.500000,20.500000,0.500000,0.500000,0.100000,0.000000,40,0
graphics/EditorObjects/WoodMiddle1.png,1214.000000,452.000000,41.500000,20.500000,0.500000,0.500000,0.100000,0.000000,40,0
graphics/EditorObjects/GlassSquareBlock4.png,1243.000000,388.000000,41.000000,41.000000,0.500000,0.500000,0.100000,0.000000,10,0
graphics/EditorObjects/WoodMiddle1.png,1294.000000,496.000000,41.500000,20.500000,0.500000,0.500000,0.100000,0.000000,40,0
graphics/EditorObjects/WoodSmall1.png,1276.000000,456.000000,21.000000,20.500000,0.500000,0.500000,0.100000,0.000000,40,0
graphics/EditorObjects/StoneMiddle1.png,1041.000000,655.000000,41.500000,20.500000,0.500000,0.500000,0.100000,0.000000,80,0
graphics/EditorObjects/StoneMiddle3.png,1040.000000,612.000000,41.500000,20.500000,0.500000,0.500000,0.100000,0.000000,80,0
