BLOCK_COUNT
14

graphics/EditorObjects/StoneStick1.png,1616.000122,671.000000,102.500000,10.000000,0.500000,0.500000,0.100000,0.000000,100,BlockStone
graphics/EditorObjects/GlassStickColumn1.png,1548.000122,560.000000,10.000000,102.500000,0.500000,0.500000,0.100000,0.000000,100,BlockGlass
graphics/EditorObjects/GlassStickColumn1.png,1621.000122,560.000000,10.000000,102.500000,0.500000,0.500000,0.100000,0.000000,40,BlockGlass
graphics/EditorObjects/GlassStickColumn1.png,1685.000122,560.000000,10.000000,102.500000,0.500000,0.500000,0.100000,0.000000,40,BlockGlass
graphics/EditorObjects/StoneStick2.png,1613.000122,448.000000,102.500000,10.000000,0.500000,0.500000,0.100000,0.000000,100,BlockStone
graphics/EditorObjects/WoodSquareBlock3.png,1557.000122,398.000000,41.000000,41.000000,0.500000,0.500000,0.100000,0.000000,80,BlockWood
graphics/EditorObjects/WoodSquareBlock3.png,1672.000122,397.000000,41.000000,41.000000,0.500000,0.500000,0.100000,0.000000,80,BlockWood
graphics/EditorObjects/WoodStick1.png,1615.000122,346.000000,102.500000,10.000000,0.500000,0.500000,0.100000,0.000000,10,BlockWood
graphics/EditorObjects/PigOriginal.png,1617.000122,309.000000,30.000000,29.500000,0.500000,0.500000,0.100000,0.000000,10,Pig
graphics/EditorObjects/WoodPlateColumn2.png,1695.000122,295.000000,10.000000,41.500000,0.500000,0.500000,0.100000,0.000000,10,BlockWood
graphics/EditorObjects/WoodPlateColumn2.png,1539.000122,294.000000,10.000000,41.500000,0.500000,0.500000,0.100000,0.000000,80,BlockWood
graphics/EditorObjects/WoodStick1.png,1615.000122,244.000000,102.500000,10.000000,0.500000,0.500000,0.100000,0.000000,40,BlockWood
graphics/EditorObjects/RedBird.png,-20.000000,668.000000,23.000000,22.500000,0.500000,0.500000,0.100000,0.000000,40,RedBird
graphics/EditorObjects/RedBird.png,-70.000000,668.000000,23.000000,22.500000,0.500000,0.500000,0.100000,0.000000,40,RedBird
