BLOCK_COUNT
21

graphics/EditorObjects/StoneStick1.png,1616.000122,671.000000,102.500000,10.000000,0.500000,0.500000,0.100000,0.000000,100,BlockStone
graphics/EditorObjects/StoneStick1.png,1414.000000,672.000000,102.500000,10.000000,0.500000,0.500000,0.100000,0.000000,100,BlockStone
graphics/EditorObjects/StonePlateColumn1.png,1362.000122,621.000000,10.000000,41.500000,0.500000,0.500000,0.100000,0.000000,40,BlockStone
graphics/EditorObjects/StonePlateColumn1.png,1467.000122,623.000000,10.000000,41.500000,0.500000,0.500000,0.100000,0.000000,40,BlockStone
graphics/EditorObjects/StonePlateColumn1.png,1565.000122,622.000000,10.000000,41.500000,0.500000,0.500000,0.100000,0.000000,100,BlockStone
graphics/EditorObjects/StonePlateColumn1.png,1672.000122,623.000000,10.000000,41.500000,0.500000,0.500000,0.100000,0.000000,80,BlockStone
graphics/EditorObjects/StoneStick2.png,1617.000122,574.000000,102.500000,10.000000,0.500000,0.500000,0.100000,0.000000,80,BlockStone
graphics/EditorObjects/StoneStick2.png,1413.000122,571.000000,102.500000,10.000000,0.500000,0.500000,0.100000,0.000000,10,BlockStone
graphics/EditorObjects/PigOriginal.png,1469.000122,531.000000,30.000000,29.500000,0.500000,0.500000,0.100000,0.000000,10,Pig
graphics/EditorObjects/PigOriginal.png,1567.000122,535.000000,30.000000,29.500000,0.500000,0.500000,0.100000,0.000000,10,Pig
graphics/EditorObjects/PigOriginal.png,1657.000122,534.000000,30.000000,29.500000,0.500000,0.500000,0.100000,0.000000,80,Pig
graphics/EditorObjects/PigOriginal.png,1377.000122,530.000000,30.000000,29.500000,0.500000,0.500000,0.100000,0.000000,40,Pig
graphics/EditorObjects/StonePlateColumn1.png,1427.000122,521.000000,10.000000,41.500000,0.500000,0.500000,0.100000,0.000000,40,BlockStone
graphics/EditorObjects/StonePlateColumn1.png,1616.000122,523.000000,10.000000,41.500000,0.500000,0.500000,0.100000,0.000000,40,BlockStone
graphics/EditorObjects/StoneStick1.png,1523.000122,470.000000,102.500000,10.000000,0.500000,0.500000,0.100000,0.000000,100,BlockStone
graphics/EditorObjects/StoneSquareBlock4.png,1527.000122,421.000000,41.000000,41.000000,0.500000,0.500000,0.100000,0.000000,40,BlockStone
graphics/EditorObjects/StoneSmall1.png,1527.000122,362.000000,21.000000,20.500000,0.500000,0.500000,0.100000,0.000000,40,BlockStone
graphics/EditorObjects/RedBird.png,-20.000000,668.000000,23.000000,22.500000,0.500000,0.500000,0.100000,0.000000,40,RedBird
graphics/EditorObjects/YellowBird.png,-70.000000,668.000000,29.000000,27.000000,0.500000,0.500000,0.100000,0.000000,100,YelBird
graphics/EditorObjects/RedBird.png,-120.000000,668.000000,23.000000,22.500000,0.500000,0.500000,0.100000,0.000000,100,RedBird
graphics/EditorObjects/RedBird.png,-170.000000,668.000000,23.000000,22.500000,0.500000,0.500000,0.100000,0.000000,80,RedBird
