BLOCK_COUNT
11

graphics/EditorObjects/StoneMiddle1.png,1152.000000,660.000000,41.500000,20.500000,0.500000,0.500000,0.100000,0.000000,80,0
graphics/EditorObjects/WoodSmall1.png,1129.000000,620.000000,21.000000,20.500000,0.500000,0.500000,0.100000,0.000000,40,0
graphics/EditorObjects/StonePlate1.png,1132.000000,590.000000,41.500000,10.000000,0.500000,0.500000,0.100000,0.000000,80,0
graphics/EditorObjects/WoodSmall1.png,1131.000000,562.000000,21.000000,20.500000,0.500000,0.500000,0.100000,0.000000,40,0
graphics/EditorObjects/GlassSquareBlock3.png,1261.000000,635.000000,41.000000,41.000000,0.500000,0.500000,0.100000,0.000000,10,0
graphics/EditorObjects/GlassSquareBlock1.png,1265.000000,549.000000,41.000000,41.000000,0.500000,0.500000,0.100000,0.000000,10,0
graphics/EditorObjects/PigOriginal.png,1267.000000,479.000000,30.000000,29.500000,0.500000,0.500000,0.100000,0.000000,100,1
graphics/EditorObjects/WoodSquareBlock2.png,1425.000000,635.000000,41.000000,41.000000,0.500000,0.500000,0.100000,0.000000,40,0
graphics/EditorObjects/WoodSquareBlock2.png,1425.000000,550.000000,41.000000,41.000000,0.500000,0.500000,0.100000,0.000000,40,0
graphics/EditorObjects/StoneSquareBlock1.png,1430.000000,469.000000,41.000000,41.000000,0.500000,0.500000,0.100000,0.000000,80,0
graphics/EditorObjects/WoodStick1.png,1428.000000,418.000000,102.500000,10.000000,0.500000,0.500000,0.100000,0.000000,40,0
