BLOCK_COUNT
24

graphics/EditorObjects/StoneMiddle3.png,1093.000000,432.000000,41.500000,20.500000,0.500000,0.500000,0.100000,0.000000,80,0
graphics/EditorObjects/PigOriginal.png,1091.000000,379.000000,30.000000,29.500000,0.500000,0.500000,0.100000,0.000000,100,1
graphics/EditorObjects/PigOriginal.png,1090.000000,473.000000,30.000000,29.500000,0.500000,0.500000,0.100000,0.000000,100,1
graphics/EditorObjects/PigOriginal.png,1090.000000,519.000000,30.000000,29.500000,0.500000,0.500000,0.100000,0.000000,100,1
graphics/EditorObjects/PigOriginal.png,1091.000000,569.000000,30.000000,29.500000,0.500000,0.500000,0.100000,0.000000,100,1
graphics/EditorObjects/PigOriginal.png,1091.000000,610.000000,30.000000,29.500000,0.500000,0.500000,0.100000,0.000000,100,1
graphics/EditorObjects/PigOriginal.png,1130.000000,586.000000,30.000000,29.500000,0.500000,0.500000,0.100000,0.000000,100,1
graphics/EditorObjects/PigOriginal.png,1060.000000,592.000000,30.000000,29.500000,0.500000,0.500000,0.100000,0.000000,100,1
graphics/EditorObjects/StoneSquareBlock2.png,1129.000000,587.000000,41.000000,41.000000,0.500000,0.500000,0.100000,0.000000,80,0
graphics/EditorObjects/StoneSquareBlock2.png,982.000000,647.000000,41.000000,41.000000,0.500000,0.500000,0.100000,0.000000,80,0
graphics/EditorObjects/StoneStick1.png,1118.000000,678.000000,102.500000,10.000000,0.500000,0.500000,0.100000,0.000000,80,0
graphics/EditorObjects/StoneSquareBlock1.png,1259.000000,651.000000,41.000000,41.000000,0.500000,0.500000,0.100000,0.000000,80,0
graphics/EditorObjects/StoneSquareBlock1.png,976.000000,563.000000,41.000000,41.000000,0.500000,0.500000,0.100000,0.000000,80,0
graphics/EditorObjects/StoneSquareBlock1.png,1214.000000,568.000000,41.000000,41.000000,0.500000,0.500000,0.100000,0.000000,80,0
graphics/EditorObjects/WoodMiddle1.png,1084.000000,657.000000,41.500000,20.500000,0.500000,0.500000,0.100000,0.000000,40,0
graphics/EditorObjects/StoneSmall4.png,977.000000,503.000000,21.000000,20.500000,0.500000,0.500000,0.100000,0.000000,80,0
graphics/EditorObjects/WoodSquareBlock4.png,1166.000000,486.000000,41.000000,41.000000,0.500000,0.500000,0.100000,0.000000,40,0
graphics/EditorObjects/WoodSquareBlock4.png,1010.000000,443.000000,41.000000,41.000000,0.500000,0.500000,0.100000,0.000000,40,0
graphics/EditorObjects/RedBird.png,-81.999977,654.000000,23.000000,22.500000,0.500000,0.500000,0.100000,0.000000,100,2
graphics/EditorObjects/YellowBird.png,-151.000000,658.000000,29.000000,27.000000,0.500000,0.500000,0.100000,0.000000,100,2
graphics/EditorObjects/RedBird.png,-226.999985,662.000000,23.000000,22.500000,0.500000,0.500000,0.100000,0.000000,100,2
graphics/EditorObjects/YellowBird.png,-301.000000,655.000000,29.000000,27.000000,0.500000,0.500000,0.100000,0.000000,100,2
graphics/EditorObjects/BlackBird.png,-377.000000,646.000000,30.500000,40.500000,0.500000,0.500000,0.100000,0.000000,100,2
graphics/EditorObjects/YellowBird.png,-444.999969,656.000000,29.000000,27.000000,0.500000,0.500000,0.100000,0.000000,100,2
